Name,Country,Club
Player,China PR,Club
Zhong Honglian,China PR,Dalian
Chen Xia,China PR,Guangdong
Ma Li,China PR,Beijing
Li Xiufu (captain),China PR,Prima Ham FC
Zhou Yang,China PR,Dalian
Shui Qingxia,China PR,Shanghai
Wu Weiying,China PR,Guangdong
Zhou Hua,China PR,Dalian
Sun Wen,China PR,Shanghai
Liu Ailing,China PR,Beijing
Sun Qingmei,China PR,Hebei
Wen Lirong,China PR,Beijing
Niu Lijie,China PR,Changchun
Zhang Yan,China PR,Dalian
Wei Haiying,China PR,Guangdong
Zhang Hongdong,China PR,Beijing
Zhu Tao,China PR,Beijing
Li Sa,China PR,Beijing
Player,Denmark,Club
Helle Bjerregaard,Denmark,Rødovre BK
Karina Sefron (captain),Denmark,Malmö FF
Jannie Hansen,Denmark,Rødovre BK
Bonny Madsen,Denmark,Malmö FF
Helle Rotbøll,Denmark,HEI Aarhus
Mette Nielsen,Denmark,Vorup FB
Susan Mackensie,Denmark,HEI Aarhus
Lisbet Kolding,Denmark,HEI Aarhus
Annie Gam-Pedersen,Denmark,Odense BK
Helle Jensen,Denmark,B 1909
Hanne Nissen,Denmark,Odense BK
Irene Stelling,Denmark,HEI Aarhus
Annette Thychosen,Denmark,Odense BK
Marianne Jensen,Denmark,HEI Aarhus
Rikke Holm,Denmark,B 1909
Gitte Hansen,Denmark,B 1909
Lotte Bagge,Denmark,B 1909
Janne Rasmussen,Denmark,B 1909
Player,New Zealand,Club
Leslie King (captain),New Zealand,West Auckland
Jocelyn Parr,New Zealand,South Auckland
Cinnamon Chaney,New Zealand,Miramar
Lynley Pedruco,New Zealand,Eden AFC
Deborah Pullen,New Zealand,Glenfield Rovers
Lorraine Taylor,New Zealand,Nomads United
Maureen Jacobson,New Zealand,Miramar
Monique van de Elzen,New Zealand,Eden AFC
Wendi Henderson,New Zealand,Miramar
Donna Baker,New Zealand,South Auckland
Amanda Crawford,New Zealand,West Auckland
Julia Campbell,New Zealand,Nomads United
Kim Nye,New Zealand,Waterside Karori
Maria George,New Zealand,Miramar
Terry McCahill,New Zealand,Eden AFC
Vivienne Robertson,New Zealand,Glenfield Rovers
Lynne Warring,New Zealand,Miramar
Anne Smith,New Zealand,Waikato United
Player,Norway,Club
Reidun Seth,Norway,GAIS
Cathrine Zaborowski,Norway,Asker
Trine Stenberg,Norway,Sandviken
Gro Espeseth,Norway,Sandviken
Gunn Nyborg,Norway,Asker
Agnete Carlsen,Norway,SK Sprint/Jeløy
Tone Haugen,Norway,Trondheims-Ørn
Heidi Støre (captain),Norway,SK Sprint/Jeløy
Hege Riise,Norway,Setskog FK
Linda Medalen,Norway,Asker
Birthe Hegstad,Norway,Klepp
Bente Nordby,Norway,Raufoss
Liv Strædet,Norway,SK Sprint/Jeløy
Margunn Humlestøl,Norway,Asker
Anette Igland,Norway,Kaupanger
Tina Svensson,Norway,Asker
Ellen Scheel,Norway,Jardar
Hilde Strømsvold,Norway,Bøler
Player,Brazil,Club
Meg,Brazil,Radar
Rosa Lima,Brazil,Vasco da Gama
Marisa (captain),Brazil,Radar
Elane,Brazil,Radar
Marcinha,Brazil,Radar
Fanta,Brazil,Radar
Pelézinha,Brazil,Radar
Solange,Brazil,Radar
Adriana,Brazil,Radar
Roseli,Brazil,Radar
Cenira,Brazil,Radar
Miriam,Brazil,Radar
Márcia Taffarel,Brazil,Radar
Nalvinha,Brazil,Radar
Pretinha,Brazil,L.D.N.I.
Doralice,Brazil,Radar
Danda,Brazil,Radar
Fia,Brazil,Radar
Player,Japan,Club
Masae Suzuki,Japan,Nikko Shofen
Midori Honda,Japan,Yomiuri Belleza
Yumi Watanabe,Japan,Fujita Tendai
Mayumi Kaji,Japan,Tazaki Kobe
Sayuri Yamaguchi,Japan,Suzuyo Shimizu F.C. Lovely Ladies
Yoko Takahagi,Japan,Tokyo Gakugei
Yumi Obe,Japan,Nikko Shofen
Michiko Matsuda,Japan,Prima Ham
Akemi Noda (captain),Japan,Yomiuri Belleza
Asako Takakura,Japan,Yomiuri Belleza
Futaba Kioka,Japan,Suzuyo Shimizu F.C. Lovely Ladies
Megumi Sakata,Japan,Nissan Ladies
Kyoko Kuroda,Japan,Prima Ham
Etsuko Handa,Japan,Suzuyo Shimizu F.C. Lovely Ladies
Kaori Nagamine,Japan,Reggiana
Takako Tezuka,Japan,Yomiuri Belleza
Yuriko Mizuma,Japan,Urawa Motobuto
Tamaki Uchiyama,Japan,Tazaki Kobe
Player,Sweden,Club
Elisabeth Leidinge,Sweden,Jitex BK
Malin Lundgren,Sweden,Malmö FF
Anette Hansson,Sweden,Jitex BK
Camilla Fors,Sweden,Jitex BK
Eva Zeikfalvy,Sweden,Malmö FF
Malin Swedberg,Sweden,Djurgårdens IF
Pia Sundhage (captain),Sweden,Hammarby IF
Susanne Hedberg,Sweden,Sunnanå SK
Helen Johansson,Sweden,Jitex BK
Lena Videkull,Sweden,Malmö FF
Anneli Andelén,Sweden,Öxabäck/Marks IF
Ing-Marie Olsson,Sweden,Malmö FF
Marie Ewrelius,Sweden,Djurgårdens IF
Camilla Svensson-Gustafsson,Sweden,GAIS
Helen Nilsson,Sweden,Sundsvalls DFF
Ingrid Johansson,Sweden,Jitex BK
Marie Karlsson,Sweden,Öxabäck/Marks IF
Pärnilla Larsson,Sweden,Gideonsbergs IF
Player,United States,Club
Mary Harvey,United States,UC Berkeley
April Heinrichs (captain),United States,University of North Carolina
Shannon Higgins,United States,University of North Carolina
Carla Werden,United States,University of North Carolina
Lori Henry,United States,University of North Carolina
Brandi Chastain,United States,Santa Clara University
Tracey Bates,United States,University of North Carolina
Linda Hamilton,United States,University of North Carolina
Mia Hamm,United States,University of North Carolina
Michelle Akers-Stahl,United States,University of Central Florida
Julie Foudy,United States,Stanford University
Carin Jennings,United States,UC Santa Barbara
Kristine Lilly,United States,University of North Carolina
Joy Biefeld,United States,UC Berkeley
Wendy Gebauer,United States,University of North Carolina
Debbie Belkin,United States,University of Massachusetts Amherst
Amy Allmann,United States,University of Central Florida
Kim Maslin-Kammerdeiner,United States,George Mason University
Player,Chinese Taipei,Club
Hong Li-chyn,Chinese Taipei,Taiwan PE College
Liu Hsiu-mei,Chinese Taipei,Taiwan PE College
Chen Shwu-ju,Chinese Taipei,Ming Chuan University
Lo Chu-yin,Chinese Taipei,Mulan
Chen Hsiu-lin,Chinese Taipei,Jinwen College
Chou Tai-ying (captain),Chinese Taipei,Suzuyo Shimizu F.C. Lovely Ladies
Lin Mei-chun,Chinese Taipei,Ming Chuan University
Shieh Su-jean,Chinese Taipei,Suzuyo Shimizu F.C. Lovely Ladies
Wu Su-ching,Chinese Taipei,Taiwan PE College
Huang Yu-chuan,Chinese Taipei,Ming Chuan University
Hsu Chia-cheng,Chinese Taipei,Suzuyo Shimizu F.C. Lovely Ladies
Lan Lan-fen,Chinese Taipei,Ming Chuan University
Lin Chao-chun,Chinese Taipei,Taiwan PE College
Ko Chiao-lin,Chinese Taipei,Ming Chuan University
Wu Min-hsun,Chinese Taipei,Jinwen College
Chen Shu-chin,Chinese Taipei,Jinwen College
